gene_id	dmso_a	dmso_b	thz500_a	thz500_b	thz100_a	thz100_b	actinomycin150_a	actinomycin150_b	actinomycin10_a	actinomycin10_b
ENSG00000126821.7	1280	782	858	717	964	1082	686	714	1102	730
ENSG00000126822.15	2664	1727	800	730	2562	2902	651	702	1675	1064
ENSG00000126838.9	0	0	0	0	0	0	0	0	0	1
ENSG00000126856.13	2	0	0	1	0	3	1	0	0	0
ENSG00000126858.16	3220	2127	1374	1178	2746	3145	948	1077	2295	1454
ENSG00000126860.11	1	1	2	3	2	5	4	7	4	0
ENSG00000126861.4	4	4	12	12	1	7	2	7	3	3
ENSG00000126870.15	3523	2182	3446	2761	2813	3182	2208	2349	2590	1698
ENSG00000126878.12	145	84	149	123	122	137	156	212	177	114
ENSG00000126882.12	28	15	6	5	33	32	3	11	47	33
ENSG00000126883.16	3218	1940	1429	1209	2764	3092	846	986	2147	1410
ENSG00000126890.13	0	0	0	0	0	0	0	0	0	0
ENSG00000126895.13	6	3	8	6	0	6	2	3	9	2
ENSG00000126903.15	2820	1854	1256	1172	2700	3087	1849	2307	3738	2373
ENSG00000126934.13	5881	3765	5707	4800	5402	6012	4505	6205	5972	3817
ENSG00000126945.8	4022	2433	2422	1954	3100	3310	2296	2515	3505	2321
ENSG00000126947.11	662	422	251	193	599	670	423	485	781	464
ENSG00000126950.7	0	0	0	0	0	0	1	0	0	1
ENSG00000126952.16	0	0	1	0	0	0	0	0	0	0
ENSG00000126953.5	863	474	305	288	700	740	248	265	785	495
ENSG00000126970.15	30	16	24	20	28	25	17	40	31	13
ENSG00000127022.14	89106	54621	88226	72748	73830	81770	85655	96954	83912	57102
ENSG00000127054.18	2565	1583	2197	1784	2292	2668	1990	2426	2711	1606
ENSG00000127074.14	0	0	0	0	1	0	0	0	0	0
ENSG00000127080.9	567	338	218	184	461	544	116	142	401	217
ENSG00000127081.13	394	192	283	231	351	401	96	93	234	134
ENSG00000127083.7	1	0	0	1	0	0	3	0	0	1
ENSG00000127084.17	110	80	55	55	112	132	31	19	102	44
ENSG00000127124.13	1402	895	1065	900	1283	1457	444	510	823	560
ENSG00000127125.8	791	481	463	381	697	745	566	726	779	479
ENSG00000127129.9	4	4	1	0	4	2	4	2	3	3
ENSG00000127152.17	0	0	0	0	2	0	0	0	0	0
ENSG00000127184.10	8714	5068	8742	7312	7195	8224	8251	10697	7872	5393
ENSG00000127191.17	2752	1745	991	810	2400	2846	613	737	1767	1082
ENSG00000127220.5	315	223	236	197	287	311	163	260	379	259
ENSG00000127241.16	1	0	1	1	0	0	0	1	0	0
ENSG00000127249.14	2	1	3	1	1	3	3	6	3	2
ENSG00000127252.5	76	35	55	60	53	38	51	72	65	38
ENSG00000127311.9	329	214	105	87	246	333	99	88	282	206
ENSG00000127314.17	1784	1079	1104	878	1545	1778	681	837	1578	1137
ENSG00000127318.10	0	0	0	0	0	0	0	0	0	0
ENSG00000127324.8	77	45	74	61	75	57	51	81	60	42
ENSG00000127325.18	24	25	12	8	18	28	15	27	31	11
ENSG00000127328.21	488	308	249	210	378	425	165	186	408	255
ENSG00000127329.14	1	0	0	1	1	0	1	1	1	3
ENSG00000127334.10	1736	1030	569	465	1476	1661	433	458	1773	1283
ENSG00000127337.6	981	608	415	377	824	890	199	235	564	362
ENSG00000127362.2	1	0	2	1	0	0	3	1	3	0
ENSG00000127364.3	9	16	4	7	10	9	1	6	17	10
ENSG00000127366.5	5	4	8	10	3	11	3	8	14	4
ENSG00000127377.8	2	0	1	1	1	1	0	1	1	0
ENSG00000127399.14	2	0	2	1	1	0	0	0	0	0
ENSG00000127412.6	0	0	1	0	0	0	0	0	0	0
ENSG00000127415.12	904	632	1376	1087	829	1032	1203	1490	1035	602
ENSG00000127418.14	2102	1418	1690	1518	2145	2306	1592	1869	2044	1344
ENSG00000127419.16	1582	1027	2148	1780	1423	1666	1894	2314	1454	986
ENSG00000127423.10	427	226	155	113	372	439	75	95	414	229
ENSG00000127445.13	8575	5289	8929	7708	7962	9310	8506	11004	8799	5745
ENSG00000127452.8	2644	1563	387	320	2273	2741	437	542	2478	1488
ENSG00000127463.13	4987	3007	4866	3995	4269	4805	4647	5453	4758	3310
ENSG00000127472.10	57	47	42	51	62	54	30	46	64	34
ENSG00000127481.14	11940	6907	9713	8294	9980	11534	8259	8606	8755	5788
ENSG00000127483.17	9302	5735	8730	7348	7779	9228	7644	8712	9005	5585
ENSG00000127507.17	5	2	2	4	5	3	1	3	6	4
ENSG00000127511.9	3600	2303	2401	2034	3196	3926	2003	2428	3623	2208
ENSG00000127515.1	0	0	0	0	0	0	0	0	0	0
ENSG00000127526.13	8020	5201	4800	3992	7256	8012	3886	4626	8032	5263
ENSG00000127527.13	3765	2425	2703	2312	3445	4023	1450	1873	2462	1661
ENSG00000127528.5	1320	1160	302	244	1539	2010	133	224	1255	689
ENSG00000127529.7	0	0	0	0	0	0	0	0	0	0
ENSG00000127530.2	0	0	0	0	0	0	0	0	0	0
ENSG00000127533.3	2	2	0	1	1	0	0	1	1	0
ENSG00000127540.11	1645	1193	1793	1444	1593	1851	1666	2251	1666	1177
ENSG00000127554.12	739	495	455	378	654	822	329	442	784	507
ENSG00000127561.14	583	383	533	489	567	642	603	755	691	464
ENSG00000127564.16	3197	2053	2056	1622	2963	3442	2290	2850	3437	2157
ENSG00000127578.6	48	12	111	78	20	44	26	34	91	53
ENSG00000127580.15	276	180	175	144	251	261	171	213	306	198
ENSG00000127585.11	967	643	786	633	923	1127	606	793	1058	629
ENSG00000127586.16	2182	1461	2405	1997	2045	2473	2185	2712	2312	1215
ENSG00000127588.4	32	20	55	38	27	34	38	41	43	35
ENSG00000127589.4	206	165	165	154	172	223	157	195	183	127
ENSG00000127603.23	19066	11868	9499	7954	15996	18912	5766	5722	13001	8742
ENSG00000127616.17	11687	7265	8404	7219	10715	12159	6956	8296	8531	5350
ENSG00000127663.14	3190	2139	1635	1369	2897	3353	831	949	1503	890
ENSG00000127666.9	1119	663	124	121	1104	1165	226	288	1246	730
ENSG00000127720.7	121	79	59	53	97	89	35	43	88	49
ENSG00000127743.5	4	5	1	3	5	2	1	0	2	1
ENSG00000127774.6	132	61	52	41	97	126	111	160	160	114
ENSG00000127780.3	0	0	0	0	0	0	0	0	0	0
ENSG00000127804.12	3322	2047	1301	1098	2739	2972	664	693	2128	1441
ENSG00000127824.13	966	603	771	664	973	1070	1145	1549	1215	870
ENSG00000127831.10	3	1	2	0	0	0	1	1	1	0
ENSG00000127837.9	6177	3702	4953	4135	5386	6050	4677	6023	6147	4123
ENSG00000127838.13	1814	1123	1805	1447	1623	1887	1591	2130	1998	1266
ENSG00000127863.15	996	627	697	592	805	853	583	622	674	492
ENSG00000127870.16	2408	1425	936	814	1895	2144	950	1063	2242	1512
ENSG00000127884.4	5131	3275	5020	4177	4553	5260	4676	6069	5122	3388
ENSG00000127903.13	0	1	0	0	0	0	1	0	0	0
ENSG00000127914.16	3771	2289	2227	1799	3104	3677	1154	1053	2260	1460
ENSG00000127920.5	4953	3382	4983	4085	4154	4667	4626	5599	4573	3011
ENSG00000127922.9	5245	3039	5211	4375	4252	4881	4292	5085	4402	3129
ENSG00000127928.12	0	0	1	0	0	0	0	0	0	1
ENSG00000127946.16	14937	8924	8994	7623	12570	13403	7312	8112	9777	6509
ENSG00000127947.15	11946	7415	6581	5404	10016	11122	2550	2926	7403	4848
ENSG00000127948.13	3078	1860	2417	2044	2727	3265	1814	2307	2933	1862
ENSG00000127951.5	1778	983	1620	1440	1406	1420	1562	1779	1638	1033
ENSG00000127952.16	1809	1174	1600	1333	1581	1731	1378	1780	1454	965
ENSG00000127954.12	0	1	0	0	0	2	2	0	0	1
ENSG00000127955.15	4807	3137	3255	2702	4117	4415	1349	1418	3298	2216
ENSG00000127957.16	470	303	286	227	442	463	148	194	414	246
ENSG00000127980.15	1621	1127	929	800	1317	1417	829	974	1257	842
ENSG00000127989.13	822	547	189	143	764	875	115	124	836	537
ENSG00000127990.15	4059	2701	4602	3879	3684	4102	4222	5485	4029	2681
ENSG00000127993.14	861	575	243	222	666	796	597	654	929	619
ENSG00000127995.16	1488	891	771	605	1141	1279	437	419	1005	665
ENSG00000128000.15	3793	2540	4357	3633	2872	3907	3732	3270	2940	1810
ENSG00000128011.4	234	164	46	39	209	275	46	60	335	205
ENSG00000128016.5	1107	755	978	811	1196	1575	576	763	1205	825
ENSG00000128039.10	958	712	1055	819	958	1036	969	1265	972	654
ENSG00000128040.10	1	0	0	0	0	3	0	1	1	1
ENSG00000128045.6	730	468	153	112	663	716	118	138	1001	610
ENSG00000128050.8	8319	5528	7420	6257	7526	8723	6605	7780	8526	5720
ENSG00000128052.8	75	44	59	65	63	79	40	68	72	51
ENSG00000128059.8	1352	821	606	506	1182	1299	260	320	1088	714
ENSG00000128159.11	2159	1431	2508	2128	1920	2430	2456	2898	2106	1264
ENSG00000128165.8	551	323	186	167	444	537	227	255	591	398
ENSG00000128185.9	929	588	1041	912	903	1001	1069	1313	1140	683
ENSG00000128191.13	2212	1409	1892	1548	1990	2444	1105	1304	2127	1391
ENSG00000128203.6	951	599	147	129	903	930	100	150	850	614
ENSG00000128218.7	0	0	4	1	0	0	0	1	0	0
ENSG00000128228.4	637	459	545	445	661	691	475	657	740	467
ENSG00000128242.12	0	0	0	1	1	0	0	0	1	1
ENSG00000128245.14	6204	4102	3285	2882	5664	6237	4161	4879	6534	4399
ENSG00000128250.5	0	0	0	0	0	0	0	0	0	0
ENSG00000128253.13	2	2	3	1	5	2	2	1	3	0
ENSG00000128254.12	7	6	9	9	6	3	1	3	4	3
ENSG00000128262.8	0	0	0	0	1	1	0	1	0	0
ENSG00000128266.8	373	240	198	191	353	399	108	122	173	112
ENSG00000128268.11	245	166	164	101	219	252	65	66	225	128
ENSG00000128271.19	18	23	32	19	16	16	29	21	21	6
ENSG00000128272.14	12019	8411	5992	5138	11183	13026	4051	5824	12712	8759
ENSG00000128274.15	199	128	41	51	219	223	22	33	224	131
ENSG00000128276.10	1	0	0	1	0	0	0	1	0	1
ENSG00000128283.6	1288	810	358	254	1226	1380	413	557	1575	932
ENSG00000128284.19	121	51	35	33	91	128	39	64	116	77
ENSG00000128285.4	0	0	0	0	0	0	1	0	0	0
ENSG00000128294.15	1865	1326	697	580	1925	2019	428	451	1536	946
ENSG00000128298.16	9	6	16	16	6	10	20	23	10	6
ENSG00000128309.16	988	638	396	373	857	1001	537	642	921	576
ENSG00000128310.2	1	0	1	0	1	0	0	0	2	1
ENSG00000128311.13	235	147	153	141	225	232	256	339	284	214
ENSG00000128313.2	0	0	4	3	0	0	0	0	0	0
ENSG00000128322.6	0	0	0	0	0	0	0	0	0	0
ENSG00000128335.13	1646	1027	560	466	1421	1671	567	705	1871	1185
ENSG00000128340.14	0	0	1	0	0	0	0	0	0	0
ENSG00000128342.4	2308	1568	897	763	1953	2504	1520	1537	1978	1232
ENSG00000128346.10	222	136	130	118	184	225	112	124	247	184
ENSG00000128383.12	2	0	1	2	2	0	0	2	0	1
ENSG00000128394.16	272	151	157	112	204	201	146	215	248	159
ENSG00000128408.8	41	12	11	15	24	18	7	5	31	14
ENSG00000128422.15	6	3	6	3	6	3	3	5	5	3
ENSG00000128438.10	0	0	0	1	0	0	0	0	0	0
ENSG00000128463.12	3430	2207	3158	2687	3200	3600	2834	3976	3493	2256
ENSG00000128482.15	3	2	3	1	1	2	1	5	3	5
ENSG00000128487.16	4209	2617	1931	1658	3840	4279	660	820	2293	1417
ENSG00000128510.10	18888	11936	25983	21252	16803	21302	25152	28396	16882	11535
ENSG00000128512.19	156	94	114	110	110	131	72	61	80	44
ENSG00000128513.14	1202	773	590	515	957	1096	389	542	784	504
ENSG00000128519.3	0	0	0	0	0	0	0	0	0	0
ENSG00000128524.4	3433	2115	3198	2700	3107	3579	3105	4140	3673	2314
ENSG00000128534.7	2437	1544	1057	905	1982	2197	850	823	2034	1342
ENSG00000128536.15	177	111	261	209	161	187	171	197	194	143
ENSG00000128563.13	2082	1330	1209	1059	1850	2005	743	938	1704	1118
ENSG00000128564.6	291	195	437	373	249	258	264	396	378	216
ENSG00000128567.16	3408	1997	3552	3164	2909	3308	2874	3406	3029	2115
ENSG00000128573.22	0	0	0	0	1	0	0	0	0	0
ENSG00000128578.9	596	348	399	337	441	589	380	435	597	426
ENSG00000128581.15	2163	1318	1531	1361	1905	2152	1418	1977	2133	1411
ENSG00000128585.17	4075	2504	3068	2598	3187	3665	1413	1371	2484	1623
ENSG00000128590.4	1446	944	410	331	1174	1361	518	560	1398	930
ENSG00000128591.15	3277	2014	2999	2472	3024	3566	2899	3128	3555	2367
ENSG00000128594.7	1	1	13	11	2	3	0	0	0	1
ENSG00000128595.16	67564	41649	67726	56514	56855	62031	63047	75635	65345	43621
ENSG00000128596.16	145	100	194	171	112	163	199	177	161	94
ENSG00000128602.9	1601	1042	1400	1228	1665	1804	951	1245	1794	1140
ENSG00000128604.18	1155	678	601	533	1083	1202	651	881	1266	752
ENSG00000128606.12	0	1	1	0	1	0	3	0	1	1
ENSG00000128607.13	6298	3970	2584	2135	5342	6005	1601	1800	4946	3360
ENSG00000128609.14	3187	1828	2523	2164	2336	2580	2213	2368	2509	1762
ENSG00000128610.11	0	0	3	2	2	1	1	2	0	0
ENSG00000128617.2	224	136	182	164	158	174	176	210	216	149
ENSG00000128626.11	2005	1199	980	834	1704	2084	1032	1288	2042	1383
ENSG00000128641.17	2063	1371	1625	1311	1835	2016	1069	1083	1450	890
ENSG00000128645.12	2	1	0	0	3	1	4	3	6	3
ENSG00000128652.11	0	0	0	0	0	1	2	1	0	0
ENSG00000128654.13	2530	1695	1609	1360	2179	2406	1230	1521	2061	1285
ENSG00000128655.16	13	6	10	7	6	6	10	14	3	5
ENSG00000128656.13	2305	1487	1874	1434	2046	2226	1299	1617	1852	1209
ENSG00000128683.13	47	28	18	28	44	61	23	13	57	25
ENSG00000128692.8	75	59	46	43	63	81	38	54	65	50
ENSG00000128694.11	556	342	258	222	402	483	262	303	505	296
ENSG00000128699.13	2943	1885	2204	1811	2503	2875	2025	2402	2861	2001
ENSG00000128708.12	8353	5289	6534	5372	7285	8271	4658	5570	6659	4488
ENSG00000128709.11	0	0	0	0	0	0	0	1	0	0
ENSG00000128710.5	0	0	0	0	0	0	0	0	0	0
ENSG00000128713.12	0	0	0	0	0	0	0	0	0	0
ENSG00000128714.5	1	0	0	0	1	0	0	0	1	0
ENSG00000128731.15	5376	3376	3749	3171	4693	5501	2520	2726	3212	2064
ENSG00000128739.20	670	432	758	602	622	657	667	822	665	428
ENSG00000128789.20	2097	1393	1346	1096	1828	1997	1079	1273	1781	1122
ENSG00000128791.11	3401	1986	2903	2533	2473	2698	2738	2998	2870	1892
ENSG00000128805.14	581	410	321	276	505	554	180	265	395	256
ENSG00000128815.17	20	11	9	18	11	10	16	16	21	10
ENSG00000128829.11	5714	3571	4090	3394	4889	5793	2967	3721	4508	3033
ENSG00000128833.12	583	339	434	381	462	496	338	389	386	225
ENSG00000128849.10	2662	1548	1771	1468	2278	2616	1206	1317	1629	1213
ENSG00000128872.9	1408	867	939	749	1024	1156	802	775	1335	831
ENSG00000128881.16	1715	1019	847	655	1428	1677	443	424	1097	686
ENSG00000128886.11	5	6	4	7	7	10	13	10	8	13
ENSG00000128891.15	308	187	89	75	243	259	104	104	330	203
ENSG00000128908.15	2591	1682	1286	1053	2295	2571	424	515	1394	929
ENSG00000128915.11	3320	2097	1417	1107	2387	2916	1228	1279	2788	1703
ENSG00000128917.6	6	6	8	8	7	5	14	19	25	8
ENSG00000128918.14	0	0	0	0	0	0	0	0	0	0
ENSG00000128923.10	1797	1106	1049	840	1268	1504	742	693	1261	834
ENSG00000128928.8	4651	2905	3550	2838	3978	4671	3601	4305	4707	3158
ENSG00000128944.13	3148	2036	835	626	2632	3098	698	861	2589	1696
ENSG00000128951.13	8072	5361	6845	5724	6777	7851	6646	8256	7466	5055
ENSG00000128965.11	1564	1352	439	370	1647	2174	163	247	2165	1638
ENSG00000128973.11	4196	2606	3901	3225	3934	4543	3007	3899	4158	2650
ENSG00000128989.10	17039	10641	13123	10842	14200	15915	11389	11709	15646	10479
ENSG00000129003.15	3376	2066	4094	3468	2617	3380	2708	2515	2201	1392
ENSG00000129007.14	104	37	101	116	66	98	94	99	112	68
ENSG00000129009.12	9	5	2	1	3	0	2	1	8	4
ENSG00000129028.8	371	244	62	84	287	328	212	291	455	331
ENSG00000129038.15	3	3	7	10	4	6	4	9	8	2
ENSG00000129048.6	10	4	18	16	9	15	4	3	3	3
ENSG00000129055.12	1924	1287	1558	1321	1701	1946	1453	1869	1890	1219
ENSG00000129071.9	2635	1688	878	768	2294	2693	1053	1192	2572	1609
ENSG00000129083.12	15298	9961	9327	7929	13303	14922	7444	8896	13778	9070
ENSG00000129084.17	2846	1969	2610	2048	2591	2859	2288	2649	2514	1776
ENSG00000129103.17	10500	6432	12106	10097	9423	10020	11349	14707	10487	7223
ENSG00000129116.17	14120	8780	6705	5704	11828	12968	5180	5867	10467	7028
ENSG00000129128.12	3412	2024	2731	2216	2561	2945	2278	2254	2859	1904
ENSG00000129151.8	10	6	13	9	8	10	11	8	12	12
ENSG00000129152.3	0	0	0	0	0	1	0	0	0	0
ENSG00000129158.10	874	599	826	695	834	956	633	816	681	437
ENSG00000129159.6	25	19	15	4	16	18	8	4	19	21
ENSG00000129167.9	15	15	38	21	18	20	24	23	19	20
ENSG00000129170.8	0	0	0	0	1	0	0	0	1	0
ENSG00000129173.12	983	586	77	74	784	859	528	544	944	579
ENSG00000129187.14	2763	1693	2366	1943	2341	2613	2061	2529	2569	1668
ENSG00000129194.7	57	34	78	45	55	45	62	72	78	69
ENSG00000129195.15	5478	3344	4522	3681	5120	5565	4567	6230	6475	4339
ENSG00000129197.14	1742	1015	890	734	1275	1679	795	1040	1591	954
ENSG00000129204.16	12	7	22	18	11	13	22	30	21	10
ENSG00000129214.14	5	7	19	8	5	6	4	5	2	7
ENSG00000129219.13	1320	847	955	799	1111	1329	1094	1291	1600	963
ENSG00000129221.14	2	0	4	1	0	0	5	6	0	0
ENSG00000129226.13	3	0	4	3	0	2	0	2	3	4
ENSG00000129235.10	5611	3488	4808	4022	4487	5326	4641	6187	4981	3302
ENSG00000129244.8	10	14	19	24	9	12	24	20	28	16
ENSG00000129245.11	4711	2938	2051	1755	4180	4664	1851	2460	4841	3077
ENSG00000129250.11	20587	12395	15747	13229	18147	20777	13403	15677	18533	12167
ENSG00000129255.14	4130	2670	4017	3530	4003	4510	3935	4942	4369	2903
ENSG00000129292.20	4410	2836	2277	1857	3435	4126	1402	1471	3360	2260
ENSG00000129295.8	52	22	33	35	29	41	26	30	30	22
ENSG00000129315.9	2545	1515	732	605	2002	2130	412	466	2272	1511
ENSG00000129317.14	1430	820	647	507	1000	1099	627	565	1169	786
ENSG00000129347.19	2345	1477	986	798	2113	2457	835	1035	2477	1607
ENSG00000129351.17	24541	15186	22416	18425	21351	23939	16091	19383	19079	12077
ENSG00000129353.14	4335	2707	4712	4022	4235	4550	4709	5919	4744	3076
ENSG00000129354.11	2	0	3	2	2	1	4	1	1	0
ENSG00000129355.6	742	454	656	503	606	689	457	593	694	441
ENSG00000129422.13	633	395	227	212	472	569	148	180	529	314
ENSG00000129437.9	5	5	9	5	5	7	3	10	2	0
ENSG00000129450.8	0	0	0	0	0	0	0	0	0	0
ENSG00000129451.11	0	0	0	1	1	0	0	0	0	0
ENSG00000129455.15	0	0	0	0	0	0	0	0	0	0
ENSG00000129460.15	1007	611	181	144	863	979	35	56	811	555
ENSG00000129465.15	0	0	0	0	0	0	0	0	0	0
ENSG00000129467.13	1	0	4	2	0	2	0	0	3	0
ENSG00000129472.12	711	497	574	497	719	797	422	496	817	528
ENSG00000129473.9	1206	695	679	562	896	1107	483	547	1056	719
ENSG00000129474.15	3830	2481	1038	902	3355	3938	1295	1373	4511	2943
ENSG00000129480.12	399	235	219	213	294	380	190	182	294	203
ENSG00000129484.13	1901	1280	1041	842	1772	1980	1009	1176	1835	1289
ENSG00000129493.14	487	315	223	185	365	412	220	225	345	234
ENSG00000129514.5	1792	1080	364	328	1611	1740	212	269	1484	995
ENSG00000129515.18	1879	1210	1451	1191	1580	1717	1241	1511	1564	1071
ENSG00000129518.8	865	511	386	359	753	792	297	327	755	524
ENSG00000129521.13	1191	808	526	495	1177	1216	170	216	1502	1004
ENSG00000129534.13	1500	911	485	441	1242	1431	288	335	1163	750
ENSG00000129535.12	36	26	30	37	30	43	25	32	42	26
ENSG00000129538.13	84861	50367	99125	88975	80729	86337	93799	130005	94616	61873
ENSG00000129559.12	1765	1171	1922	1601	1738	1817	1787	2483	1907	1187
ENSG00000129562.10	3768	2684	3734	3241	3451	3726	3654	4809	3993	2668
ENSG00000129566.12	1310	811	870	706	1149	1447	780	868	1331	764
ENSG00000129595.12	24	16	37	23	24	30	16	13	25	19
ENSG00000129596.4	0	0	0	0	0	0	1	0	1	1
ENSG00000129625.12	7505	4799	6516	5482	6352	7190	6050	7092	7043	4666
ENSG00000129636.12	2786	1781	2869	2399	2193	2468	2609	3309	2254	1559
ENSG00000129646.13	415	338	747	593	403	481	476	571	561	393
ENSG00000129654.7	2	1	1	1	3	2	0	1	3	2
ENSG00000129657.14	5116	3100	2762	2331	4503	4841	907	1033	3552	2300
ENSG00000129667.12	2792	1785	1420	1286	2185	2586	1324	1452	2047	1248
ENSG00000129673.9	41	28	42	49	26	31	33	45	63	41
ENSG00000129675.15	824	585	944	790	738	882	812	1006	834	545
ENSG00000129680.15	5825	3759	2915	2535	5122	5791	2437	2558	5075	3255
ENSG00000129682.13	3	2	0	1	0	0	0	0	1	0
ENSG00000129691.15	2284	1380	1391	1124	2053	2327	908	1213	2195	1415
ENSG00000129696.12	655	379	111	101	597	669	83	118	630	420
ENSG00000129744.2	2	0	0	0	0	0	1	0	0	0
ENSG00000129749.3	163	98	16	27	140	145	51	68	163	81
ENSG00000129757.12	15	12	26	14	5	13	20	25	9	9
ENSG00000129810.14	568	368	156	122	489	567	158	143	453	317
ENSG00000129816.5	0	0	0	0	0	0	0	0	0	0
ENSG00000129824.15	15405	9980	16635	14221	14012	15914	14679	19455	15106	10226
ENSG00000129845.5	0	0	0	0	0	0	0	0	0	0
ENSG00000129862.6	0	0	0	0	0	0	0	0	0	0
ENSG00000129864.6	0	0	0	0	0	0	0	0	0	0
ENSG00000129873.6	0	0	0	0	0	0	0	0	0	0
ENSG00000129910.7	20	10	10	10	7	18	10	12	7	4
ENSG00000129911.8	927	590	497	402	795	943	310	378	883	599
ENSG00000129925.10	1861	1224	1500	1267	1853	2100	1227	1613	2121	1370
ENSG00000129932.7	1396	895	656	531	1164	1370	559	706	1389	991
ENSG00000129933.20	3533	2245	1448	1221	3009	3496	1143	1398	2975	1839
ENSG00000129946.10	76	50	82	62	67	77	80	111	70	64
ENSG00000129951.18	164	109	291	220	135	175	190	235	243	121
ENSG00000129965.13	0	0	0	0	0	0	0	0	0	0
ENSG00000129968.15	2137	1580	1638	1416	2011	2531	1609	2016	2377	1347
ENSG00000129988.5	1	1	1	1	0	3	2	3	2	1
ENSG00000129990.14	15	7	25	30	14	6	10	22	16	5
ENSG00000129991.12	0	1	2	1	0	1	2	2	7	1
ENSG00000129993.14	0	0	0	0	0	0	0	1	0	0
ENSG00000130005.11	805	590	1053	925	829	847	934	1390	1060	657
ENSG00000130021.13	452	292	132	113	403	471	73	92	347	193
ENSG00000130023.15	1008	625	870	664	743	963	848	1021	849	524
ENSG00000130024.14	4862	3039	3405	2793	3888	4487	3004	3263	4403	2994
ENSG00000130032.15	1	9	0	0	1	2	0	0	2	4
ENSG00000130035.6	8	2	8	10	13	4	8	6	11	5
ENSG00000130037.4	0	0	0	0	0	0	0	0	0	0
ENSG00000130038.9	3	4	2	4	4	5	1	1	1	4
ENSG00000130045.15	12	14	41	51	17	36	37	43	33	25
ENSG00000130052.13	289	208	64	54	226	278	28	34	172	123
ENSG00000130054.4	4267	2502	2156	1799	3759	4413	2213	2497	3594	2399
ENSG00000130055.13	9	2	5	5	4	2	2	7	10	11
ENSG00000130066.16	3434	2242	2230	1805	2751	3192	2939	3956	4523	2935
ENSG00000130119.15	932	540	610	467	812	893	379	420	681	491
ENSG00000130147.15	10207	6720	5006	4234	9124	10585	1501	1623	6596	4278
ENSG00000130150.11	1006	713	615	496	839	969	534	619	840	539
ENSG00000130158.13	1635	1026	1626	1472	1421	1714	1528	1822	1633	1042
ENSG00000130159.13	1193	771	863	680	1170	1327	750	941	1239	830
ENSG00000130164.11	4039	2339	1880	1586	3831	4144	990	1145	3922	2495
ENSG00000130165.10	2433	1454	1484	1216	2180	2547	1254	1640	2612	1622
ENSG00000130167.13	0	0	2	1	1	1	0	2	2	0
ENSG00000130173.13	8	3	16	6	12	13	8	9	7	7
ENSG00000130175.9	23600	14268	25183	21210	21523	23738	23340	30623	24406	16018
ENSG00000130176.7	1	1	0	1	1	0	4	1	0	1
ENSG00000130177.14	2660	1725	1525	1317	2328	2741	1172	1437	2091	1434
ENSG00000130182.7	1	1	2	2	1	0	0	0	2	1
ENSG00000130193.7	2335	1582	2016	1722	2285	2592	1688	2334	2608	1694
ENSG00000130201.7	265	142	228	232	226	229	221	346	299	154
ENSG00000130202.9	5055	3231	4144	3584	4722	5326	3410	4213	4917	3271
ENSG00000130203.9	719	514	967	880	722	796	940	1255	904	592
ENSG00000130204.12	8238	5321	5703	4700	7495	8349	4573	5869	8031	5075
ENSG00000130208.9	3	0	2	0	1	4	3	2	4	1
ENSG00000130222.10	0	0	0	0	0	0	1	0	1	0
ENSG00000130224.14	2	0	1	3	0	1	2	1	1	1
ENSG00000130226.16	2542	1600	2639	2272	2212	2398	2189	2645	2243	1584
ENSG00000130227.16	6329	3803	2840	2438	5457	6028	2254	2521	4864	3168
ENSG00000130234.10	0	0	2	0	0	0	1	0	0	0
ENSG00000130244.12	836	592	743	592	724	856	660	896	992	651
ENSG00000130254.11	2962	1826	2556	2027	2499	2964	1080	1388	3354	2047
ENSG00000130255.12	21720	13268	21269	16834	16837	19047	17997	24149	19119	12340
ENSG00000130270.16	638	414	550	470	575	647	605	823	718	412
ENSG00000130283.8	0	0	0	0	0	0	0	0	0	0
ENSG00000130287.13	5	8	11	6	4	8	7	7	12	2
ENSG00000130294.14	140	95	135	155	127	140	140	136	132	93
ENSG00000130299.16	1464	960	775	665	1258	1536	834	1033	1874	1208
ENSG00000130300.8	0	0	1	0	2	1	1	0	0	1
ENSG00000130303.12	655	418	786	679	589	630	728	994	700	465
ENSG00000130304.16	3195	2186	3857	3264	3043	3550	2686	3551	3122	1981
ENSG00000130305.16	2932	1893	1432	1174	2726	3210	1545	1916	2878	1810
ENSG00000130307.11	16	5	16	10	16	15	25	25	18	8
ENSG00000130309.10	13674	8644	13245	10995	12509	14664	12465	15624	13717	9100
ENSG00000130311.10	4206	2558	2727	2270	3948	4305	2657	3446	4977	3124
ENSG00000130312.6	1882	1192	1266	994	1636	1905	1059	1462	1774	1190
ENSG00000130313.6	1574	1034	1497	1255	1412	1628	1520	1963	1743	1045
ENSG00000130332.14	3030	1862	2506	2029	2551	2952	2373	3004	2937	1835
ENSG00000130338.12	3230	1941	1382	1092	2675	2928	470	453	1063	666
ENSG00000130340.14	7997	5050	7086	5957	6895	7609	3680	4247	5951	3694
ENSG00000130347.12	304	181	102	76	236	261	61	55	183	129
ENSG00000130348.11	1268	802	447	410	1018	1171	247	258	828	548
ENSG00000130349.9	407	279	87	62	336	354	139	183	459	298
ENSG00000130363.11	508	316	329	288	411	427	303	335	594	386
ENSG00000130368.5	0	0	1	3	0	0	1	0	0	0
ENSG00000130377.13	16	9	4	1	14	18	11	16	12	6
